"Year","Title","Sex","Age_Class","Strength","Degree","Betweenness","Eigenvector"
"1999","1695",NA,"Adult",6.28571428571429,8,0,0.920854852971778
"1999","1696","Male","Adult",6.28571428571429,8,0,0.920854852971778
"1999","1697",NA,NA,6.28571428571429,8,0,0.920854852971778
"1989","17","FemaleJ","Adult",5.81666666666667,11,0.0185703407576623,0.543590891701693
"1996","17","FemaleJ","Adult",2.98571428571429,8,0.01455525606469,0.0644533436632499
"1999","17","FemaleJ","Adult",2.16666666666667,5,0,0.0272352893182974
"2001","17","FemaleJ","Adult",7,10,0.00908662900188324,0
"2002","17","FemaleJ","Adult",0.666666666666667,1,0,2.00920332622605e-17
"1997","170","FemaleJ","Adult",0.666666666666667,1,0,0.00333080271543711
"1998","170","FemaleJ","Adult",4.78571428571429,12,0,0.251460679917352
"1999","170","FemaleJ","Adult",6.02460317460318,18,0.0604035087719298,0.180610895328276
"2011","170","FemaleJ","Adult",6.47460317460317,15,0.000812880547360492,0.00767473208935271
"2001","1715",NA,"Adult",3.33333333333333,4,0,0.0890036854910667
"2001","1716",NA,"Adult",1,1,0,1.13775719920122e-18
"2001","1720",NA,"Adult",2,2,0,0
"2001","1721",NA,"Adult",2,2,0,0
"2001","1723",NA,"Adult",14.3333333333333,16,0.0101977401129944,0
"2001","1730",NA,"Juvenile",5,6,0.000141242937853107,0
"2001","1735",NA,"Adult",4.33333333333333,5,0,0
"2001","1737",NA,"Adult",3.33333333333333,4,0,0
"2001","1739","Male","Adult",7.66666666666667,8,0,0
"2011","1739","Male","Adult",5.90209235209235,22,0.00998681815328604,0.0161954588618595
"2013","1739","Male","Adult",5.64365079365079,17,0.171311475409836,0.706377804000168
"2015","1739","Male","Adult",5.14920634920635,14,0.0759873928888013,0.0489611266701068
"2016","1739","Male","Adult",16.1484126984127,46,0,0.681928847988653
"2017","1739","Male","Adult",3,3,0,0.0419559765770709
"2023","1739","Male","Adult",10.5,11,0,0.948517787151648
"1989","174",NA,"Juvenile",3.33333333333333,4,0.000951837045497811,0.0251125364813755
"2001","1744",NA,"Adult",7.66666666666667,8,0,0
"2006","1747","FemaleJ","Adult",4.17857142857143,9,0.471264367816092,0.166761129553074
"2007","1747","FemaleJ","Adult",3,3,0.019047619047619,0
"2010","1747","FemaleJ","Adult",4.66904761904762,9,0,0.372760746001146
"2001","1749",NA,"Adult",7.66666666666667,8,0,0
"2001","1750",NA,"Adult",7.66666666666667,8,0,0
"2001","1752",NA,"Adult",3.83333333333333,6,0.00840866290018832,0
"2001","1753",NA,"Adult",4.66666666666667,7,0.00905838041431262,0
"2001","1756",NA,"Adult",3,3,0,0
"2001","1757","FemaleJ","Adult",3,3,0,0
"2006","1757","FemaleJ","Adult",3.32142857142857,6,0,0.0667337619350048
"2010","1757","FemaleJ","Adult",5.25634920634921,16,0.0333555333555334,0.13959758743547
"2011","1757","FemaleJ","Adult",4.48571428571429,8,0,0.00655358429919044
"2015","1757","FemaleJ","Adult",8.9,13,0,0.254864511267749
"2016","1757","FemaleJ","Adult",7.85281385281385,32,0.0210105416481256,0.127415090865389
"2001","1759",NA,"Adult",3,3,0,0
"1989","176",NA,"Adult",0.285714285714286,1,0,0.00283609901096261
"2001","1764",NA,"Adult",1.33333333333333,2,0,0
"2001","1765",NA,"Adult",1.33333333333333,2,0,0
"2001","1771",NA,"Adult",1,1,0,0
"2001","1774",NA,"Adult",3,3,0,0.138003101453127
"2001","1777",NA,"Adult",3,3,0,0.138003101453127
"2001","1779","Male","Adult",3,3,0,0.138003101453127
"2002","1779","Male","Adult",8.96666666666667,15,0.0574955960070464,0.446427371888808
"2006","1779","Male","Adult",3.26666666666667,5,0.00114942528735632,0.134939704943696
"2010","1779","Male","Adult",3.06666666666667,6,0.121545121545122,0.0129968774661754
"2011","1779",NA,NA,2.57142857142857,4,0,0.000262021275488607
"1989","178",NA,"Adult",0.666666666666667,1,0,2.01608137937475e-17
"2001","1791",NA,"Adult",3,3,0,0.0211986076564863
"2001","1796",NA,"Adult",9.33333333333333,10,5.13610683102209e-05,0.875511064052735
"1989","18","Male","Adult",3.81666666666667,8,0.0185703407576623,0.409896734523395
"1990","18","Male","Adult",2.76515151515152,6,0.0100796096558808,0.0868964878805549
"1994","18","Male","Adult",2.16666666666667,3,0,6.13949666611949e-17
"1995","18","Male","Adult",4,4,0,0
"1996","18","Male","Adult",3.03333333333333,6,0,0.190229004086855
"1997","18","Male","Adult",2.57460317460317,7,0.0207780725022104,0.0462040886735235
"2001","1803",NA,"Adult",9.33333333333333,10,5.13610683102209e-05,0.875511064052735
"2001","1804",NA,"Adult",9.33333333333333,10,5.13610683102209e-05,0.875511064052735
"2001","1818",NA,"Adult",3,3,0,0.0211986076564863
"2001","1825",NA,"Adult",5,5,0.0474576271186441,0.153609646691066
"2001","1829","Male","Adult",3,3,0,0.0211986076564863
"2002","1829","Male","Adult",5.5,7,0,0.0182283345644191
"2011","1829","Male","Adult",4.85238095238095,15,0,0.0135996189251959
"2017","1829","Male","Adult",14,14,0.0395986097860161,0.970430249904713
"1989","183",NA,"Juvenile",0.333333333333333,1,0,0.0174322983240923
"1996","183",NA,"Adult",6.92619047619048,15,0.0107217729859239,0.216345821534888
"2001","1832",NA,NA,3,3,0,0.166688039998867
"1989","184",NA,"Juvenile",2.5,3,0,0.019996254872084
"1990","184",NA,"Juvenile",5.60642135642136,15,0.0106071306283171,0.0350671845430737
"1997","185","Male","Adult",2.11904761904762,4,0,0.0422832510964153
"1989","186","Male","Adult",2.5,3,0,0.0199962548720839
"1990","186","Male","Adult",1.31666666666667,3,0.0100796096558808,0.00314245329014557
"1989","189",NA,"Adult",3.11904761904762,6,0,0.362516916520275
"2002","1904","FemaleJ","Adult",0.8,1,0,8.15196785178749e-05
"2006","1904","FemaleJ","Adult",2.79285714285714,5,0.00919540229885057,0.0755102284752444
"2010","1904","FemaleJ","Adult",3.4,7,0,0.0557835313632555
"2015","1904","FemaleJ","Adult",1.33333333333333,2,0,0.00140998996048026
"2016","1904","FemaleJ","Adult",7.76666666666667,13,0,0.180067591744604
"2002","1907",NA,"Adult",3.83333333333333,6,0,0.00144042890071084
"2002","1914",NA,"Adult",3.66666666666667,6,0,0.00144015960494503
"2002","1917","FemaleJ","Adult",4.3,8,0,0.00116877875790076
"2002","1919",NA,"Adult",1.5,3,0,0.0011566299599288
"2002","1924","Male","Adult",2.9,5,0,0.00288603496887978
"2002","1926",NA,"Adult",2.9,5,0,0.00288603496887976
"2002","1929","FemaleJ","Adult",9.25714285714286,24,0.244822861616755,0.015398208802859
"2011","1929","FemaleJ","Adult",15.4,19,0,0.373563025095722
"2002","1930","FemaleJ","Adult",4.9,10,0.0315913094539049,0.00182685809966354
"2002","1932",NA,"Adult",0.666666666666667,1,0,2.26706286776314e-17
"2002","1939",NA,"Adult",3.16666666666667,5,0,0.0074195592459424
"2002","1942",NA,"Adult",3.66666666666667,5,0,0.0572866959705115
"2002","1943",NA,"Adult",3.66666666666667,5,0,0.0572866959705114
"2002","1946",NA,"Adult",8.5,14,0.132626495315867,0.284838822370543
"1989","195",NA,"Adult",4.28571428571429,7,0,0.49389860384845
"2002","1951",NA,"Adult",1.66666666666667,2,0,0.0116266762918493
"2002","1956",NA,"Adult",6.16666666666667,7,0,0.00282966931686473
"2002","1957",NA,"Adult",8.16666666666667,9,0,0.00318903194625347
"2002","1959",NA,"Adult",8.16666666666667,9,0,0.00318903194625342
"2002","1960",NA,"Adult",6.16666666666667,7,0,0.00282966931686468
"2002","1961",NA,"Adult",6.16666666666667,7,0,0.00282966931686472
"2002","1962",NA,"Adult",5.16666666666667,6,0,0.00238396360441211
"2002","1964",NA,"Adult",4.5,5,0,0.00140531993771521
"2002","1966","Male","Adult",15.2,24,0.182687414366804,0.0638295571323274
"2002","1967",NA,"Adult",9.56666666666667,15,0.0282638481111764,0.0191639455503444
"2002","1968",NA,"Adult",4.33333333333333,5,0.0146799765120376,0.000719984626108067
"1989","197",NA,"Adult",4.28571428571429,7,0,0.49389860384845
"2002","1970",NA,"Adult",3.66666666666667,4,0.000919945194754355,0.00204633104278371
"2002","1971",NA,"Adult",4,4,0,0.0009029834173646
"2002","1972",NA,"Adult",4.66666666666667,5,0.000919945194754355,0.00211461191052063
"2002","1978","FemaleJ","Adult",10.2333333333333,17,0.0368369543942063,0.0184582727903882
"2002","1980",NA,"Adult",3.73333333333333,5,0,0.00808658808571605
"2002","1981",NA,"Adult",4.73333333333333,6,0,0.00849174342709371
"2002","1982",NA,"Adult",3.33333333333333,4,0,0.00427214279264112
"2002","1983",NA,"Adult",5.4,7,0,0.00965875620056088
"2002","1987",NA,"Juvenile",1.33333333333333,2,0,7.93490804295393e-05
"1989","2",NA,"Adult",4.16904761904762,10,0.00380734818199124,0.465008887696619
"2002","2000","FemaleJ","Adult",5.5,7,0,0.0182283345644191
"2002","2008","FemaleJ","Adult",5.5,7,0,0.0182283345644191
"2002","2010","FemaleJ","Adult",6.16666666666667,8,0.0342581718535917,0.0571807165198694
"2002","2013","Male","Adult",6.16666666666667,8,0.0342581718535917,0.0571807165198694
"2011","2013","Male","Adult",6.61349206349206,17,0.000470780239784069,0.18743370158365
"2002","2014","FemaleJ","Adult",14.5,17,0,1
"2002","2019",NA,"Adult",6.86666666666667,12,0.0215667030170847,0.324799482183238
"2002","2020",NA,"Adult",13.5,16,0,0.985283832683269
"2002","2021",NA,"Adult",4.33333333333333,5,0,0.305759479348817
"2002","2022",NA,"Juvenile",4.33333333333333,5,0,0.305759479348817
"2002","2025",NA,"Juvenile",10.1666666666667,12,0,0.892037084981841
"2002","2028","Male","Adult",10.5666666666667,17,0.06656097083578,0.678825718138099
"2010","2028","Male","Adult",1.8,4,0.0742590742590743,0.000722637357449384
"2011","2028","Male","Adult",7.11408591408591,28,0.0496024522419601,0.00315318041632678
"2013","2028","Male","Adult",1.25714285714286,3,0.000273224043715847,0.0972341235732471
"2015","2028","Male","Adult",8.35238095238095,14,0,0.402685384155868
"2002","2029",NA,"Adult",12.8333333333333,15,0.0129219654880254,0.961188939811412
"2002","2030",NA,"Juvenile",12.8333333333333,15,0.0129219654880254,0.961188939811413
"2002","2032",NA,"Adult",10.5,12,0,0.897093790346596
"2002","2033",NA,"Adult",11.5,13,0.0112087266814219,0.909619065729449
"2002","2034",NA,"Adult",3.5,5,0,0.0922074606916108
"2002","2036",NA,"Adult",4.66666666666667,5,0.00347124983061566,0.350938456676158
"2002","2038",NA,"Adult",2.66666666666667,3,0,0.0908312600224964
"2002","2040",NA,"Adult",10,11,0,0.38088080274184
"2002","2041",NA,"Adult",7.33333333333333,11,0.0131245491638915,0.273624731945865
"2002","2042","FemaleJ","Juvenile",10.6666666666667,12,5.87199060481503e-05,0.386710561877924
"2002","2044",NA,"Adult",5,6,0,0.144343051471993
"2002","2048","Male","Adult",6,7,0,0.176265967292519
"2010","2048","Male","Adult",1,1,0,1.7855584235459e-05
"2011","2048","Male","Adult",7.44083694083694,23,0.000612014311719289,0.00901990022111943
"2015","2048","Male","Adult",8.16031746031746,20,0.0184510325355396,0.287694479374355
"2016","2048","Male","Adult",9.13448773448774,29,0.00890744682690991,0.113150527704627
"2019","2048","Male","Adult",4.15238095238095,9,0.00106788710907704,0.00826450732486174
"2002","2049",NA,"Adult",6,7,0,0.176265967292519
"2002","2052",NA,"Adult",2,2,0,0.132072218943861
"2002","2056",NA,"Adult",1.83333333333333,3,0,0.027646164461286
"2002","2062","Male","Adult",10.1,17,0.00309929256494142,0.200767098314345
"1989","207",NA,"Adult",3.16666666666667,4,0,0.102838664594236
"2002","2077",NA,"Adult",3.06666666666667,4,0,0.00092090288293504
"1989","208","Male","Adult",3.16666666666667,4,0,0.102838664594236
"1990","208","Male","Adult",3.5,5,0,0.0470576768537949
"2002","2081",NA,"Adult",3.06666666666667,4,0,0.000920902882935047
"2002","2089",NA,"Adult",7.33333333333333,9,0,0.166079136626082
"2002","2090","Male","Adult",7.33333333333333,9,0,0.166079136626082
"2002","2096",NA,"Adult",7.33333333333333,9,0,0.166079136626082
"2002","2097",NA,"Adult",7.33333333333333,9,0,0.166079136626082
"1989","21","Male","Adult",3.9,7,0.0014912113712799,0.478121136998573
"2002","2101",NA,"Adult",4.66666666666667,5,0,0.0938525958227403
"1999","2102","Male","Adult",6.28571428571429,8,0,0.920854852971778
"2002","2102","Male","Adult",9.33333333333333,10,0,0.173032546487371
"2003","2102","Male","Adult",6,6,0.00168010752688172,0
"2011","2102","Male","Adult",7,13,0.000867067218834214,0.157191683142824
"2013","2102","Male","Adult",4.46904761904762,12,0.0200819672131148,0.558855498962342
"2002","2103",NA,"Adult",4.66666666666667,5,0,0.0938525958227402
"2002","2104",NA,"Adult",4.66666666666667,5,0,0.0938525958227403
"2002","2106",NA,"Adult",4.66666666666667,5,0,0.0955897627529106
"2002","2107","Male","Adult",4.66666666666667,5,0,0.0955897627529107
"2003","2107","Male","Adult",8,8,0.0134408602150538,0.925491825492137
"2002","2109",NA,"Adult",4.66666666666667,5,0,0.0955897627529107
"2002","2110",NA,"Adult",4.66666666666667,5,0,0.0955897627529107
"2002","2112",NA,"Adult",0.5,1,0,9.57025754991337e-05
"2002","2116",NA,NA,0.666666666666667,1,0,2.84953419888299e-17
"1990","213",NA,"Adult",6.05952380952381,15,0.00403612395137819,0.415395836883939
"2001","213",NA,"Adult",10,15,0.0508851224105462,0.678307718444283
"2002","213",NA,"Adult",2.68253968253968,6,0.0420434527304756,0.000112077613943815
"2002","2130","FemaleJ","Adult",7.4,9,0,0.0198116124676716
"2002","2131",NA,"Adult",6.73333333333333,8,0,0.0185999839745156
"2002","2133",NA,"Adult",8.4,10,0,0.0206891348751479
"2002","2135",NA,"Adult",7.4,9,0,0.0198116124676716
"2002","2137",NA,"Adult",7.4,9,0,0.0198116124676717
"2002","2138","Male","Adult",9.73333333333333,12,0.00986494421608925,0.036384925179821
"2002","2144",NA,"Adult",5.56666666666667,8,0,0.0102393100657759
"2002","2146",NA,"Adult",3.73333333333333,5,0,0.00925299667957907
"2002","2147","FemaleJ","Adult",3.83333333333333,6,0,0.00510118037602433
"2002","2148",NA,"Adult",1.4,2,0,3.03884682208367e-05
"1989","215",NA,NA,0.952380952380952,2,0,0.00515963024470706
"2002","2150",NA,"Adult",1.4,2,0,3.03884682208184e-05
"2002","2153",NA,"Adult",3.5,5,0,0.00845252901050015
"2002","2156",NA,"Adult",1.66666666666667,2,0,0.00236208585866363
"1989","22",NA,"Adult",2.66666666666667,3,0,0.34669045854832
"1990","22",NA,"Adult",1.16666666666667,2,0,0.0099045120157407
"1994","222","FemaleJ","Adult",5,5,0.00117647058823529,8.12199411585364e-18
"1998","222","FemaleJ","Adult",2.83333333333333,4,0,0.179427976042306
"2003","2220",NA,"Adult",3.46666666666667,5,0,0.120016606364151
"2003","2229",NA,"Adult",5,5,0.000504032258064516,0
"1988","223",NA,"Adult",2,2,0,1
"2003","2232","Male","Adult",4,4,0,0
"2003","2233","Male","Adult",5,5,0.00134408602150538,0
"2003","2235",NA,"Adult",6,6,0.00285618279569892,0
"2003","2237",NA,"Adult",3,3,0,0
"2003","2238",NA,"Adult",2.33333333333333,3,0,0.186377872200899
"2003","2241",NA,"Adult",3.56666666666667,5,0,0.148730311972066
"2003","2246",NA,"Adult",6,6,0,0.761952653139152
"2011","2246",NA,"Adult",18.4,25,0,0.749778693132812
"2003","2250",NA,"Adult",6,6,0,0.761952653139152
"2003","2252",NA,"Adult",2.4,3,0,0.194303189570516
"2003","2258","FemaleJ","Adult",1,1,0,7.41845196530236e-17
"2003","2259",NA,"Adult",1.9,3,0,0.0172782126043846
"2003","2260",NA,NA,1.9,3,0,0.0172782126043846
"2003","2263",NA,"Adult",3.56666666666667,5,0,0.148730311972066
"1990","235","FemaleJ","Adult",2.85555555555556,7,0.0195814072932717,0.0114849642518444
"1993","235","FemaleJ","Adult",7.13571428571429,18,0.425979680696662,0.669102826715614
"1994","235","FemaleJ","Adult",2,2,0.00156862745098039,9.8133711891117e-17
"1990","237","FemaleJ","Adult",5.28968253968254,11,3.2100667693888e-05,0.0926510119986634
"1993","237","FemaleJ","Adult",3.5,4,0,0.00411279357144859
"1990","238",NA,"Adult",5.95555555555556,13,0.0161787365177196,0.0999046050992932
"1989","24",NA,"Adult",5.95238095238095,9,0,0.860344947235559
"1990","240",NA,"Adult",5.28968253968254,11,3.2100667693888e-05,0.0926510119986635
"1988","242",NA,"Adult",1,1,0,4.80740671595891e-17
"1990","242",NA,"Adult",2,2,0,3.22613863879267e-17
"1988","244",NA,"Adult",1,1,0,1.44222201478767e-16
"1988","245",NA,"Adult",1,1,0,4.80740671595891e-17
"1989","25",NA,"Adult",8.34920634920635,18,0.0232565518116632,0.793683234441437
"1988","250",NA,"Adult",1,1,0,0
"1988","251","FemaleJ","Adult",1,1,0,0
"1990","251","FemaleJ","Adult",5.84285714285714,15,0.0250813216914912,0.166675485457876
"1993","251","FemaleJ","Adult",6.5,11,0,0.828294316553514
"1994","251","FemaleJ","Adult",4.85,12,0.0537254901960784,0.356453811234509
"1996","251","FemaleJ","Adult",0.666666666666667,1,0,0
"1998","251","FemaleJ","Adult",4.63956043956044,12,0.0443977591036415,0.665614401567457
"1999","251","FemaleJ","Adult",5.15880230880231,16,0,0.22571264095227
"2002","251","FemaleJ","Adult",11.5666666666667,18,0.131806615776081,0.0154788980679354
"2003","251","FemaleJ","Adult",4.15714285714286,7,0,0.103888436799322
"1989","26",NA,"Juvenile",4.05,8,0.00942318675042833,0.635609894925506
"1990","265",NA,"Adult",1,1,0,4.0095350336294e-17
"1990","266",NA,"Adult",0.666666666666667,1,0,0.000339569450209982
"1990","267","FemaleJ","Adult",3.66031746031746,16,0.0526771956856702,0.0283353233115736
"1993","267","FemaleJ","Adult",4.65,12,0.17343976777939,0.577141807708658
"1990","269","FemaleJ","Adult",0.785714285714286,2,0,0.00575124438595145
"1990","270",NA,"Adult",1,2,0,0.0027952866426221
"1990","271","FemaleJ","Adult",4.21356421356421,16,0.140194316041774,0.0643531315530985
"1990","273","FemaleJ","Juvenile",2.93975468975469,9,0.00940549563430919,0.0255536854218462
"1990","275",NA,"Adult",2,2,0,4.97556954907668e-17
"1990","277","FemaleJ","Adult",4.08888888888889,10,0.0107376733436055,0.0547728264302419
"1990","278",NA,"Adult",1,1,0,4.2092461157358e-17
"1990","279",NA,"Adult",1,1,0,3.54347289267819e-17
"1989","28","Male","Juvenile",9.16349206349206,21,0.0251602259026588,0.943781851925521
"1990","28","Male","Juvenile",4.43571428571429,12,0.0294331022085259,0.239780451221428
"1996","28","Male","Adult",2.18571428571429,5,0.0214734950584007,0.0259249743904641
"1997","28","Male","Adult",5.06666666666667,12,0.0919908635425877,0.647153871268133
"2001","28","Male","Adult",9.33333333333333,10,5.13610683102209e-05,0.875511064052735
"2002","28","Male","Adult",3.7,7,0.0147974163241339,0.00116912891338723
"2010","28","Male","Adult",6.3,12,0,0.539822137493452
"2013","28","Male","Adult",4,6,0,0.834716501268588
"1990","280",NA,"Adult",4.5,7,0,0.0802646933826255
"1990","281",NA,"Juvenile",4.93333333333333,9,0,0.135267556467451
"1990","282",NA,"Adult",7.66904761904762,17,0.0134009587399418,0.332459412775733
"1990","283","Male","Adult",4.03333333333333,8,0.00273283684300633,0.0654534038199957
"1990","285",NA,"Adult",5.35,11,0.00582627118644068,0.0714593880847468
"1990","289","FemaleJ","Adult",4.00642135642136,12,0.00245356103406951,0.0852384778611627
"1989","29",NA,"Adult",5.16666666666667,7,0,0.742867742159533
"1993","29",NA,"Adult",4.66666666666667,5,0,0.0290633072833945
"1990","290","FemaleJ","Adult",12.7706349206349,31,0.0813730525594932,1
"1990","291","Male","Adult",4.59920634920635,17,0.0364791987673344,0.0812328287088978
"1990","293","Male","Adult",1.33333333333333,3,0,0.092341060202012
"2001","293","Male","Adult",7.66666666666667,8,0,0
"2002","293","Male","Adult",12.0333333333333,20,0.14547063818937,0.616097534076668
"2011","293","Male","Adult",5.85238095238095,12,0.0113196493210303,0.0119081376493435
"2015","293","Male","Adult",9.60238095238095,20,0.0112446239206803,0.387234108666363
"1990","295",NA,"Adult",5.26984126984127,13,0.0123908577298408,0.0911952296316155
"1988","3","Male","Adult",2,2,0,1
"1989","3","Male","Adult",2.35,5,0.00390253188654102,0.236789737303411
"1990","3","Male","Adult",10.7482905982906,31,0.0525915939051532,0.81187462821621
"1998","3","Male","Adult",5.97025289811667,31,0.178711484593838,0.577991503235758
"1999","3","Male","Adult",4.8008658008658,19,0.0126315789473684,0.189287533780822
"2001","3","Male","Adult",4,5,0,0.133137562402301
"2002","3","Male","Adult",3.62142857142857,9,0.233157173615189,0.00155269252233173
"2003","3","Male","Adult",7.33333333333333,8,0.00434427803379416,0.836460827647015
"2006","3009","Male","Adult",5.8,9,0.137931034482759,0.218899949035165
"2010","3009","Male","Adult",3.96666666666667,7,0,0.326935261462672
"2011","3009","Male","Adult",5.00366855366855,22,0.0274151026300923,0.00271309883289805
"2013","3009","Male","Adult",4.60634920634921,14,0.136612021857924,0.291394034578502
"2016","3009","Male","Adult",8.58297258297258,28,0.00362325412660983,0.162692757000218
"2006","3012","Male","Adult",3.53333333333333,6,0.00689655172413793,0.140027408745744
"2007","3012","Male","Adult",3,3,0,0
"2010","3012","Male","Adult",2.37222222222222,7,0.00155400155400155,0.061054639600075
"2011","3012","Male","Adult",3.51904761904762,9,0,0.000957422539279609
"2013","3012","Male","Adult",4.01666666666667,11,0.00710382513661202,0.300871062164144
"2016","3012","Male","Adult",8.12936507936508,25,0.000332547312413084,0.0730357346904593
"2017","3012","Male","Adult",13,13,0.00992253873063468,0.938541407441278
"2006","3013",NA,"Adult",1.83333333333333,3,0,0.0713379732963683
"2011","3016","FemaleJ","Adult",6.33181818181818,19,0.000376624191827255,0.0115298620295127
"2013","3016","FemaleJ","Adult",6.48809523809524,16,0.0770947176684881,0.719508324487649
"2006","3024",NA,"Adult",0.666666666666667,1,0,0
"2006","3025",NA,"Adult",0.666666666666667,1,0,0
"2010","3025",NA,"Adult",0.4,1,0,0.0403502476122014
"2011","3025",NA,"Adult",5.03419913419913,15,6.27706986378758e-05,0.00434469690809752
"1996","303","FemaleJ","Adult",0.833333333333333,2,0,0.0751036045249514
"1998","303","FemaleJ","Adult",0.99047619047619,3,0.0100840336134454,0.0353595292187728
"2011","303","FemaleJ","Adult",11.3888888888889,17,0,0.380655388308563
"2015","303","FemaleJ","Adult",1.33333333333333,2,0,0.0142770770433979
"2019","303","FemaleJ","Adult",11,12,0.00423340961098398,0.999999999999999
"1990","304",NA,"Juvenile",7.03571428571429,14,0.00225774696113679,0.370119318276567
"1990","305",NA,"Adult",3.06666666666667,6,0.0100796096558808,0.0732022744505759
"1993","305",NA,"Adult",0.952380952380952,2,0,0.0166098585653493
"1990","306","FemaleJ","Adult",0.666666666666667,1,0,0.00791014337977602
"2006","3082",NA,"Adult",1,2,0.000574712643678161,0.055016165860803
"2006","3085","FemaleJ","Juvenile",1.33333333333333,2,0,0.0162653613337957
"2006","3086","FemaleJ","Adult",4.81904761904762,8,0.254022988505747,0.306978048158268
"2007","3086","FemaleJ","Adult",3,3,0,0
"2010","3086","FemaleJ","Adult",1.29365079365079,3,0,0.0632823430615044
"2021","3086","FemaleJ","Adult",1.65485625485626,7,0.000137741046831956,0.0806064526712146
"2006","3087","FemaleJ","Adult",5.8,9,0.0344827586206897,0.232657842585181
"2006","3098","Male","Adult",3.83333333333333,7,0.117816091954023,0.174729354737898
"2011","3098","Male","Adult",2.57142857142857,4,0,0.000262021275488607
"2013","3098",NA,NA,1.9,4,0,0.152995275642277
"1989","31",NA,"Adult",1.66666666666667,3,0,0.116753831411519
"2006","3101",NA,"Adult",1.66666666666667,3,0.000574712643678161,0.104884290610308
"2006","3103",NA,"Adult",5,5,0.0574712643678161,0.996591426946842
"2006","3106",NA,"Adult",4,4,0,0.94901136777688
"2006","3108",NA,"Adult",5,6,0.241379310344828,1
"1990","313",NA,"Adult",4.7047619047619,10,0.000567111795925355,0.0198618221381369
"1990","314","FemaleJ","Adult",4.46182836771072,21,0.0874101181304571,0.0991408310790064
"1990","315","FemaleJ","Adult",1.25,3,0,0.021641329752832
"1990","316","FemaleJ","Adult",2.86269841269841,10,0.0138995891114535,0.0446736694931564
"1990","317",NA,"Adult",4.22130647130647,12,0.0274974319465845,0.026349186978073
"1993","317",NA,"Adult",6.46666666666667,9,0,1
"1996","317",NA,"Adult",1.46666666666667,3,0,0.00460229402988081
"1997","317",NA,"Adult",5.5,8,0,1
"2002","317",NA,"Adult",1.66666666666667,2,0,0.0116266762918494
"1990","318",NA,"Adult",3.40562770562771,7,0.000872068139017292,0.0176679708130322
"1989","32",NA,"Adult",5.8,11,0.0183387270765912,0.741091504366888
"1990","32",NA,"Adult",6.97142857142857,13,0,0.67070152866801
"1994","32",NA,NA,0.666666666666667,1,0,0.00634639893016137
"1990","320",NA,"Juvenile",2.33658008658009,6,0.0212506420133539,0.0189493271082438
"1990","322","FemaleJ","Adult",0.833333333333333,2,0,0.00842946393389014
"1994","322","FemaleJ","Adult",2.66666666666667,3,0,0.10313297366442
"1990","328","FemaleJ","Adult",4.46666666666667,10,0.000192604006163328,0.0670749685387232
"1990","329",NA,"Adult",3.04848484848485,7,0.00963020030816641,0.0178776305599331
"1989","33","Male","Adult",1,1,0,3.02924851649198e-17
"1996","33","Male","Adult",3.2047619047619,6,0.0163522012578616,0.0937299420037523
"1998","33","Male","Adult",6.0026849741246,20,0.0235527544351074,0.476031066628001
"1999","33","Male","Adult",3.52626262626263,9,0,0.0916273649467339
"2001","33","Male","Adult",3.33333333333333,4,0,0.209845965839026
"2002","33","Male","Adult",6.13333333333333,9,0.00281855549031122,0.0580284744505848
"2003","33","Male","Adult",9.33333333333333,10,0.0177851382488479,1
"1990","330","FemaleJ","Adult",3.31904761904762,6,0.000385208012326656,0.014982378732694
"1990","331",NA,"Adult",3.05555555555556,6,0,0.0236369525833705
"1990","332","FemaleJ","Adult",3.36904761904762,6,0.00982280431432974,0.0306170278880041
"1990","333",NA,"Adult",3.86904761904762,7,0.0100796096558808,0.031213952814452
"1990","337",NA,"Adult",2.2,4,0,0.0169404427465831
"1989","34",NA,"Adult",1,1,0,2.60923780518251e-17
"1990","34",NA,"Adult",1.16666666666667,2,0,0.0790825782712594
"1990","348",NA,"Adult",2.3,5,0,0.0301591292924453
"1990","355","Male","Adult",1.91904761904762,5,0,0.00798198520191489
"1990","360",NA,"Adult",0.2,1,0,0.00537278377344867
"1990","361",NA,"Adult",0.952380952380952,2,0,0.00330057639535704
"1990","363",NA,"Adult",3.88571428571429,7,0,0.022678304289593
"1996","363",NA,"Adult",3,3,0,0.0162005510101728
"1989","37","Male","Adult",4.30476190476191,12,0.0761469636398249,0.278116846136412
"1990","37","Male","Adult",8.01991341991342,19,0.0511385036808766,0.377208793940612
"1996","37","Male","Adult",6.58809523809524,14,0.00464210841569332,0.464430083900558
"1997","37","Male","Adult",4.01904761904762,8,0.0493663424697907,0.0345795796174711
"1998","37","Male","Adult",4.25497835497835,12,0,0.357708743532027
"1999","37","Male","Adult",5.35330225330225,14,0.0177777777777778,0.124235806630091
"2001","37","Male","Adult",2.66666666666667,3,0.0474576271186441,0.0202980995695148
"2002","37","Male","Adult",12.3333333333333,24,0.108176092192534,0.646331518057627
"1990","370",NA,"Adult",2.66666666666667,5,0,0.0113686776021262
"1990","374",NA,"Adult",2.33333333333333,3,0,0.00797384040912788
"1990","375",NA,"Adult",2.33333333333333,3,0,0.00797384040912789
"1990","380",NA,"Adult",3.03809523809524,6,0,0.0702968779138353
"1990","384",NA,"Adult",3,4,0,0.0051598561479232
"1990","385","FemaleJ","Adult",4.61904761904762,7,0,0.0170904977755557
